Name,Supplier,Fuel,Account,Bill Date,Due Date,Consumer,NMI,Site Address,From Date,To Date,Charge Group,Charge Description,Unit Of Measure,Charge Rate,DLF,TLF,Uplifted Rate,Quantity,Net Charge ($),GST ($),Total Charge ($),Information Only
St John of God Health Care Inc,ALINTA ENERGY,ELEC,80018018,18/01/2024,19/02/2024,89010261,80022128860,"Unit 1/1 CLAYTON ST, MIDLAND WA",1/11/2023,30/11/2023,Network Distribution,Variable Demand Charge (1000 to 1500),KVA,0.17539,,,0.17539,0,0,0,0,N
St John of God Health Care Inc,ALINTA ENERGY,ELEC,80018018,18/01/2024,19/02/2024,89010261,80022128860,"Unit 1/1 CLAYTON ST, MIDLAND WA",1/11/2023,30/11/2023,Network Distribution,Demand Length Charge <10km,KVA,0.0179,,,0.0179,0,0,0,0,N
St John of God Health Care Inc,ALINTA ENERGY,ELEC,80018018,18/01/2024,19/02/2024,89010261,80022128860,"Unit 1/1 CLAYTON ST, MIDLAND WA",1/11/2023,30/11/2023,Network Distribution,Demand Length Charge >= 10km,KVA,0.01265,,,0.01265,0,0,0,0,N
St John of God Health Care Inc,ALINTA ENERGY,ELEC,80018018,18/01/2024,19/02/2024,89010261,80022128860,"Unit 1/1 CLAYTON ST, MIDLAND WA",1/11/2023,30/11/2023,Network Other,Metering Fixed Charge,DAYS,0.14743,,,0.14743,30,4.42,0.44,4.86,N
St John of God Health Care Inc,ALINTA ENERGY,ELEC,80018018,18/01/2024,19/02/2024,89010261,80022128860,"Unit 1/1 CLAYTON ST, MIDLAND WA",1/11/2023,30/11/2023,Other,Retail Service Charge,DAYS,1.99,,,1.99,30,59.7,5.97,65.67,N
St John of God Health Care Inc,ALINTA ENERGY,ELEC,80018018,18/01/2024,19/02/2024,89010261,80022128860,"Unit 1/1 CLAYTON ST, MIDLAND WA",1/11/2023,30/11/2023,Market,Capacity Charge,,,,,,,0,0,0,N
St John of God Health Care Inc,ALINTA ENERGY,ELEC,80018018,18/01/2024,19/02/2024,89010261,80022128860,"Unit 1/1 CLAYTON ST, MIDLAND WA",1/12/2023,31/12/2023,Environmental,STC Charge,KWH,0.006516,1.018,1.0075,0.006683,0,0,0,0,N
St John of God Health Care Inc,ALINTA ENERGY,ELEC,80018018,18/01/2024,19/02/2024,89010261,80022128860,"Unit 1/1 CLAYTON ST, MIDLAND WA",1/12/2023,31/12/2023,Environmental,LGC Charge,KWH,0.011044,1.018,1.0075,0.011327,0,0,0,0,N
St John of God Health Care Inc,ALINTA ENERGY,ELEC,80018018,18/01/2024,19/02/2024,89010261,80022128860,"Unit 1/1 CLAYTON ST, MIDLAND WA",1/12/2023,31/12/2023,Market,Ancillary Charge,KWH,0.01135,1.018,1.0075,0.011641,0,0,0,0,N
St John of God Health Care Inc,ALINTA ENERGY,ELEC,80018018,18/01/2024,19/02/2024,89010261,80022128860,"Unit 1/1 CLAYTON ST, MIDLAND WA",1/12/2023,31/12/2023,Market,Market Fee,KWH,0.00181,1.018,1.0075,0.001856,0,0,0,0,N
St John of God Health Care Inc,ALINTA ENERGY,ELEC,80018018,18/01/2024,19/02/2024,89010261,80022128860,"Unit 1/1 CLAYTON ST, MIDLAND WA",1/12/2023,31/12/2023,Energy,Off Peak Energy,KWH,0.0876,1.018,1.0075,0.089846,0,0,0,0,N
St John of God Health Care Inc,ALINTA ENERGY,ELEC,80018018,18/01/2024,19/02/2024,89010261,80022128860,"Unit 1/1 CLAYTON ST, MIDLAND WA",1/12/2023,31/12/2023,Energy,Peak Energy,KWH,0.0935,1.018,1.0075,0.095897,0,0,0,0,N
St John of God Health Care Inc,ALINTA ENERGY,ELEC,80018018,18/01/2024,19/02/2024,89010261,80022128860,"Unit 1/1 CLAYTON ST, MIDLAND WA",1/12/2023,31/12/2023,Other,Metering Service Charge M13,DAYS,0.15119,,,0.15119,31,4.69,0.47,5.16,N
St John of God Health Care Inc,ALINTA ENERGY,ELEC,80018018,18/01/2024,19/02/2024,89010261,80022128860,"Unit 1/1 CLAYTON ST, MIDLAND WA",1/12/2023,31/12/2023,Network Transmission,Fixed Demand Charge (300 to 1000),DAYS,104.78307,,,104.78307,0,0,0,0,N
St John of God Health Care Inc,ALINTA ENERGY,ELEC,80018018,18/01/2024,19/02/2024,89010261,80022128860,"Unit 1/1 CLAYTON ST, MIDLAND WA",1/12/2023,31/12/2023,Network Transmission,Fixed Demand Charge (1000 to 1500),DAYS,281.56938,,,281.56938,0,0,0,0,N
St John of God Health Care Inc,ALINTA ENERGY,ELEC,80018018,18/01/2024,19/02/2024,89010261,80022128860,"Unit 1/1 CLAYTON ST, MIDLAND WA",1/12/2023,31/12/2023,Network Transmission,Variable Demand Charge (0 to 300),KVA,0.34928,,,0.34928,124,43.31,4.33,47.64,N
St John of God Health Care Inc,ALINTA ENERGY,ELEC,80018018,18/01/2024,19/02/2024,89010261,80022128860,"Unit 1/1 CLAYTON ST, MIDLAND WA",1/12/2023,31/12/2023,Network Transmission,Variable Demand Charge (300 to 1000),KVA,0.25255,,,0.25255,0,0,0,0,N
St John of God Health Care Inc,ALINTA ENERGY,ELEC,80018018,18/01/2024,19/02/2024,89010261,80022128860,"Unit 1/1 CLAYTON ST, MIDLAND WA",1/12/2023,31/12/2023,Network Transmission,Variable Demand Charge (1000 to 1500),KVA,0.14014,,,0.14014,0,0,0,0,N
St John of God Health Care Inc,ALINTA ENERGY,ELEC,80018018,18/01/2024,19/02/2024,89010261,80022128860,"Unit 1/1 CLAYTON ST, MIDLAND WA",1/12/2023,31/12/2023,Network Distribution,Fixed Demand Charge (0 to 300),DAYS,1.94674,,,1.94674,31,60.35,6.04,66.39,N
St John of God Health Care Inc,ALINTA ENERGY,ELEC,80018018,18/01/2024,19/02/2024,89010261,80022128860,"Unit 1/1 CLAYTON ST, MIDLAND WA",1/12/2023,31/12/2023,Network Distribution,Fixed Demand Charge (300 to 1000),DAYS,167.14293,,,167.14293,0,0,0,0,N
St John of God Health Care Inc,ALINTA ENERGY,ELEC,80018018,18/01/2024,19/02/2024,89010261,80022128860,"Unit 1/1 CLAYTON ST, MIDLAND WA",1/12/2023,31/12/2023,Network Distribution,Fixed Demand Charge (1000 to 1500),DAYS,451.27862,,,451.27862,0,0,0,0,N
St John of God Health Care Inc,ALINTA ENERGY,ELEC,80018018,18/01/2024,19/02/2024,89010261,80022128860,"Unit 1/1 CLAYTON ST, MIDLAND WA",1/12/2023,31/12/2023,Network Distribution,Variable Demand Charge (0 to 300),KVA,0.55714,,,0.55714,124,69.09,6.91,76,N
St John of God Health Care Inc,ALINTA ENERGY,ELEC,80018018,18/01/2024,19/02/2024,89010261,80022128860,"Unit 1/1 CLAYTON ST, MIDLAND WA",1/12/2023,31/12/2023,Network Distribution,Variable Demand Charge (300 to 1000),KVA,0.40591,,,0.40591,0,0,0,0,N
St John of God Health Care Inc,ALINTA ENERGY,ELEC,80018018,18/01/2024,19/02/2024,89010261,80022128860,"Unit 1/1 CLAYTON ST, MIDLAND WA",1/12/2023,31/12/2023,Network Distribution,Variable Demand Charge (1000 to 1500),KVA,0.17539,,,0.17539,0,0,0,0,N
St John of God Health Care Inc,ALINTA ENERGY,ELEC,80018018,18/01/2024,19/02/2024,89010261,80022128860,"Unit 1/1 CLAYTON ST, MIDLAND WA",1/12/2023,31/12/2023,Network Distribution,Demand Length Charge <10km,KVA,0.0179,,,0.0179,0,0,0,0,N
St John of God Health Care Inc,ALINTA ENERGY,ELEC,80018018,18/01/2024,19/02/2024,89010261,80022128860,"Unit 1/1 CLAYTON ST, MIDLAND WA",1/12/2023,31/12/2023,Network Distribution,Demand Length Charge >= 10km,KVA,0.01265,,,0.01265,0,0,0,0,N
St John of God Health Care Inc,ALINTA ENERGY,ELEC,80018018,18/01/2024,19/02/2024,89010261,80022128860,"Unit 1/1 CLAYTON ST, MIDLAND WA",1/12/2023,31/12/2023,Network Other,Metering Fixed Charge,DAYS,0.14743,,,0.14743,31,4.57,0.46,5.03,N
St John of God Health Care Inc,ALINTA ENERGY,ELEC,80018018,18/01/2024,19/02/2024,89010261,80022128860,"Unit 1/1 CLAYTON ST, MIDLAND WA",1/12/2023,31/12/2023,Other,Retail Service Charge,DAYS,1.99,,,1.99,31,61.69,6.17,67.86,N
St John of God Health Care Inc,ALINTA ENERGY,ELEC,80018018,18/01/2024,19/02/2024,89010261,80022128860,"Unit 1/1 CLAYTON ST, MIDLAND WA",1/12/2023,31/12/2023,Market,Capacity Charge,,,,,,,0,0,0,N
St John of God Health Care Inc,ALINTA ENERGY,ELEC,80018018,2/02/2024,5/03/2024,89010261,80022128860,"Unit 1/1 CLAYTON ST, MIDLAND WA",1/01/2024,31/01/2024,Environmental,STC Charge,KWH,0.00802,1.018,1.0075,0.008226,0,0,0,0,N
St John of God Health Care Inc,ALINTA ENERGY,ELEC,80018018,2/02/2024,5/03/2024,89010261,80022128860,"Unit 1/1 CLAYTON ST, MIDLAND WA",1/01/2024,31/01/2024,Environmental,LGC Charge,KWH,0.00991,1.018,1.0075,0.010164,0,0,0,0,N
St John of God Health Care Inc,ALINTA ENERGY,ELEC,80018018,2/02/2024,5/03/2024,89010261,80022128860,"Unit 1/1 CLAYTON ST, MIDLAND WA",1/01/2024,31/01/2024,Market,Ancillary Charge,KWH,0.01328,1.018,1.0075,0.01362,0,0,0,0,N
St John of God Health Care Inc,ALINTA ENERGY,ELEC,80018018,2/02/2024,5/03/2024,89010261,80022128860,"Unit 1/1 CLAYTON ST, MIDLAND WA",1/01/2024,31/01/2024,Market,Market Fee,KWH,0.00181,1.018,1.0075,0.001856,0,0,0,0,N
St John of God Health Care Inc,ALINTA ENERGY,ELEC,80018018,2/02/2024,5/03/2024,89010261,80022128860,"Unit 1/1 CLAYTON ST, MIDLAND WA",1/01/2024,31/01/2024,Energy,Off Peak Energy,KWH,0.0876,1.018,1.0075,0.089846,0,0,0,0,N
St John of God Health Care Inc,ALINTA ENERGY,ELEC,80018018,2/02/2024,5/03/2024,89010261,80022128860,"Unit 1/1 CLAYTON ST, MIDLAND WA",1/01/2024,31/01/2024,Energy,Peak Energy,KWH,0.0935,1.018,1.0075,0.095897,0,0,0,0,N
St John of God Health Care Inc,ALINTA ENERGY,ELEC,80018018,2/02/2024,5/03/2024,89010261,80022128860,"Unit 1/1 CLAYTON ST, MIDLAND WA",1/01/2024,31/01/2024,Other,Metering Service Charge M13,DAYS,0.15119,,,0.15119,31,4.69,0.47,5.16,N
St John of God Health Care Inc,ALINTA ENERGY,ELEC,80018018,2/02/2024,5/03/2024,89010261,80022128860,"Unit 1/1 CLAYTON ST, MIDLAND WA",1/01/2024,31/01/2024,Network Transmission,Fixed Demand Charge (300 to 1000),DAYS,104.78307,,,104.78307,0,0,0,0,N
St John of God Health Care Inc,ALINTA ENERGY,ELEC,80018018,2/02/2024,5/03/2024,89010261,80022128860,"Unit 1/1 CLAYTON ST, MIDLAND WA",1/01/2024,31/01/2024,Network Transmission,Fixed Demand Charge (1000 to 1500),DAYS,281.56938,,,281.56938,0,0,0,0,N
St John of God Health Care Inc,ALINTA ENERGY,ELEC,80018018,2/02/2024,5/03/2024,89010261,80022128860,"Unit 1/1 CLAYTON ST, MIDLAND WA",1/01/2024,31/01/2024,Network Transmission,Variable Demand Charge (0 to 300),KVA,0.34928,,,0.34928,124,43.31,4.33,47.64,N
St John of God Health Care Inc,ALINTA ENERGY,ELEC,80018018,2/02/2024,5/03/2024,89010261,80022128860,"Unit 1/1 CLAYTON ST, MIDLAND WA",1/01/2024,31/01/2024,Network Transmission,Variable Demand Charge (300 to 1000),KVA,0.25255,,,0.25255,0,0,0,0,N
St John of God Health Care Inc,ALINTA ENERGY,ELEC,80018018,2/02/2024,5/03/2024,89010261,80022128860,"Unit 1/1 CLAYTON ST, MIDLAND WA",1/01/2024,31/01/2024,Network Transmission,Variable Demand Charge (1000 to 1500),KVA,0.14014,,,0.14014,0,0,0,0,N
St John of God Health Care Inc,ALINTA ENERGY,ELEC,80018018,2/02/2024,5/03/2024,89010261,80022128860,"Unit 1/1 CLAYTON ST, MIDLAND WA",1/01/2024,31/01/2024,Network Distribution,Fixed Demand Charge (0 to 300),DAYS,1.94674,,,1.94674,31,60.35,6.04,66.39,N
St John of God Health Care Inc,ALINTA ENERGY,ELEC,80018018,2/02/2024,5/03/2024,89010261,80022128860,"Unit 1/1 CLAYTON ST, MIDLAND WA",1/01/2024,31/01/2024,Network Distribution,Fixed Demand Charge (300 to 1000),DAYS,167.14293,,,167.14293,0,0,0,0,N
St John of God Health Care Inc,ALINTA ENERGY,ELEC,80018018,2/02/2024,5/03/2024,89010261,80022128860,"Unit 1/1 CLAYTON ST, MIDLAND WA",1/01/2024,31/01/2024,Network Distribution,Fixed Demand Charge (1000 to 1500),DAYS,451.27862,,,451.27862,0,0,0,0,N
St John of God Health Care Inc,ALINTA ENERGY,ELEC,80018018,2/02/2024,5/03/2024,89010261,80022128860,"Unit 1/1 CLAYTON ST, MIDLAND WA",1/01/2024,31/01/2024,Network Distribution,Variable Demand Charge (0 to 300),KVA,0.55714,,,0.55714,124,69.09,6.91,76,N
St John of God Health Care Inc,ALINTA ENERGY,ELEC,80018018,2/02/2024,5/03/2024,89010261,80022128860,"Unit 1/1 CLAYTON ST, MIDLAND WA",1/01/2024,31/01/2024,Network Distribution,Variable Demand Charge (300 to 1000),KVA,0.40591,,,0.40591,0,0,0,0,N
St John of God Health Care Inc,ALINTA ENERGY,ELEC,80018018,2/02/2024,5/03/2024,89010261,80022128860,"Unit 1/1 CLAYTON ST, MIDLAND WA",1/01/2024,31/01/2024,Network Distribution,Variable Demand Charge (1000 to 1500),KVA,0.17539,,,0.17539,0,0,0,0,N
St John of God Health Care Inc,ALINTA ENERGY,ELEC,80018018,2/02/2024,5/03/2024,89010261,80022128860,"Unit 1/1 CLAYTON ST, MIDLAND WA",1/01/2024,31/01/2024,Network Distribution,Demand Length Charge <10km,KVA,0.0179,,,0.0179,0,0,0,0,N
St John of God Health Care Inc,ALINTA ENERGY,ELEC,80018018,2/02/2024,5/03/2024,89010261,80022128860,"Unit 1/1 CLAYTON ST, MIDLAND WA",1/01/2024,31/01/2024,Network Distribution,Demand Length Charge >= 10km,KVA,0.01265,,,0.01265,0,0,0,0,N
St John of God Health Care Inc,ALINTA ENERGY,ELEC,80018018,2/02/2024,5/03/2024,89010261,80022128860,"Unit 1/1 CLAYTON ST, MIDLAND WA",1/01/2024,31/01/2024,Network Other,Metering Fixed Charge,DAYS,0.14743,,,0.14743,31,4.57,0.46,5.03,N
St John of God Health Care Inc,ALINTA ENERGY,ELEC,80018018,2/02/2024,5/03/2024,89010261,80022128860,"Unit 1/1 CLAYTON ST, MIDLAND WA",1/01/2024,31/01/2024,Other,Retail Service Charge,DAYS,1.99,,,1.99,31,61.69,6.17,67.86,N
St John of God Health Care Inc,ALINTA ENERGY,ELEC,80018018,2/02/2024,5/03/2024,89010261,80022128860,"Unit 1/1 CLAYTON ST, MIDLAND WA",1/01/2024,31/01/2024,Market,Capacity Charge,,,,,,,0,0,0,N
St John of God Health Care Inc,ALINTA ENERGY,ELEC,80018019,18/01/2024,19/02/2024,89010262,80023564816,"1 Workshops AVE, MIDLAND WA",1/11/2023,30/11/2023,Network Transmission,Anytime Energy Charge - Electricity Network Weekday Offpeak,KWH,0.03807,,,0.03807,485,18.46,1.85,20.31,N
St John of God Health Care Inc,ALINTA ENERGY,ELEC,80018019,18/01/2024,19/02/2024,89010262,80023564816,"1 Workshops AVE, MIDLAND WA",1/11/2023,30/11/2023,Network Transmission,Anytime Energy Charge - Electricity Network Weekday Shoulder,KWH,0.04196,,,0.04196,6,0.25,0.02,0.27,N
St John of God Health Care Inc,ALINTA ENERGY,ELEC,80018019,18/01/2024,19/02/2024,89010262,80023564816,"1 Workshops AVE, MIDLAND WA",1/11/2023,30/11/2023,Network Transmission,Anytime Energy Charge - Electricity Network Weekday Peak,KWH,0.04715,,,0.04715,192,9.05,0.9,9.95,N
St John of God Health Care Inc,ALINTA ENERGY,ELEC,80018019,18/01/2024,19/02/2024,89010262,80023564816,"1 Workshops AVE, MIDLAND WA",1/11/2023,30/11/2023,Network Transmission,Anytime Energy Charge - Electricity Network Weekend Offpeak,KWH,0.03807,,,0.03807,248,9.44,0.94,10.38,N
St John of God Health Care Inc,ALINTA ENERGY,ELEC,80018019,18/01/2024,19/02/2024,89010262,80023564816,"1 Workshops AVE, MIDLAND WA",1/11/2023,30/11/2023,Network Distribution,Anytime Energy Charge - Electricity Network Weekday Offpeak,KWH,0.04813,,,0.04813,485,23.34,2.33,25.67,N
St John of God Health Care Inc,ALINTA ENERGY,ELEC,80018019,18/01/2024,19/02/2024,89010262,80023564816,"1 Workshops AVE, MIDLAND WA",1/11/2023,30/11/2023,Network Distribution,Anytime Energy Charge - Electricity Network Weekday Shoulder,KWH,0.07694,,,0.07694,6,0.46,0.05,0.51,N
St John of God Health Care Inc,ALINTA ENERGY,ELEC,80018019,18/01/2024,19/02/2024,89010262,80023564816,"1 Workshops AVE, MIDLAND WA",1/11/2023,30/11/2023,Network Distribution,Anytime Energy Charge - Electricity Network Weekday Peak,KWH,0.13424,,,0.13424,192,25.77,2.58,28.35,N
St John of God Health Care Inc,ALINTA ENERGY,ELEC,80018019,18/01/2024,19/02/2024,89010262,80023564816,"1 Workshops AVE, MIDLAND WA",1/11/2023,30/11/2023,Network Distribution,Anytime Energy Charge - Electricity Network Weekend Offpeak,KWH,0.04813,,,0.04813,248,11.94,1.19,13.13,N
St John of God Health Care Inc,ALINTA ENERGY,ELEC,80018019,18/01/2024,19/02/2024,89010262,80023564816,"1 Workshops AVE, MIDLAND WA",1/11/2023,30/11/2023,Environmental,STC Charge,KWH,0.006516,1.0496,1.0107,0.006912,930,6.43,0.64,7.07,N
St John of God Health Care Inc,ALINTA ENERGY,ELEC,80018019,18/01/2024,19/02/2024,89010262,80023564816,"1 Workshops AVE, MIDLAND WA",1/11/2023,30/11/2023,Environmental,LGC Charge,KWH,0.011044,1.0496,1.0107,0.011716,930,10.9,1.09,11.99,N
St John of God Health Care Inc,ALINTA ENERGY,ELEC,80018019,18/01/2024,19/02/2024,89010262,80023564816,"1 Workshops AVE, MIDLAND WA",1/11/2023,30/11/2023,Market,Ancillary Charge,KWH,0.0128,1.0496,1.0107,0.013579,930,12.63,1.26,13.89,N
St John of God Health Care Inc,ALINTA ENERGY,ELEC,80018019,18/01/2024,19/02/2024,89010262,80023564816,"1 Workshops AVE, MIDLAND WA",1/11/2023,30/11/2023,Market,Market Fee,KWH,0.00181,1.0496,1.0107,0.00192,930,1.79,0.18,1.97,N
St John of God Health Care Inc,ALINTA ENERGY,ELEC,80018019,18/01/2024,19/02/2024,89010262,80023564816,"1 Workshops AVE, MIDLAND WA",1/11/2023,30/11/2023,Energy,Off Peak Energy,KWH,0.0876,1.0496,1.0107,0.092929,678,62.98,6.3,69.28,N
St John of God Health Care Inc,ALINTA ENERGY,ELEC,80018019,18/01/2024,19/02/2024,89010262,80023564816,"1 Workshops AVE, MIDLAND WA",1/11/2023,30/11/2023,Energy,Peak Energy,KWH,0.0935,1.0496,1.0107,0.099188,252,25.06,2.51,27.57,N
St John of God Health Care Inc,ALINTA ENERGY,ELEC,80018019,18/01/2024,19/02/2024,89010262,80023564816,"1 Workshops AVE, MIDLAND WA",1/11/2023,30/11/2023,Other,Metering Service Charge M9,DAYS,0.02479,,,0.02479,30,0.74,0.07,0.81,N
St John of God Health Care Inc,ALINTA ENERGY,ELEC,80018019,18/01/2024,19/02/2024,89010262,80023564816,"1 Workshops AVE, MIDLAND WA",1/11/2023,30/11/2023,Network Distribution,Fixed Charge,DAYS,2.28536,,,2.28536,30,68.56,6.86,75.42,N
St John of God Health Care Inc,ALINTA ENERGY,ELEC,80018019,18/01/2024,19/02/2024,89010262,80023564816,"1 Workshops AVE, MIDLAND WA",1/11/2023,30/11/2023,Network Other,Metering Fixed Charge,DAYS,0.14743,,,0.14743,30,4.42,0.44,4.86,N
St John of God Health Care Inc,ALINTA ENERGY,ELEC,80018019,18/01/2024,19/02/2024,89010262,80023564816,"1 Workshops AVE, MIDLAND WA",1/11/2023,30/11/2023,Network Distribution,Distribution Variable Demand Charge,KVA,0.0438,,,0.0438,65,2.85,0.28,3.13,N
St John of God Health Care Inc,ALINTA ENERGY,ELEC,80018019,18/01/2024,19/02/2024,89010262,80023564816,"1 Workshops AVE, MIDLAND WA",1/11/2023,30/11/2023,Network Distribution,Transmission Variable Demand Charge,KVA,0.02997,,,0.02997,65,1.95,0.2,2.15,N
St John of God Health Care Inc,ALINTA ENERGY,ELEC,80018019,18/01/2024,19/02/2024,89010262,80023564816,"1 Workshops AVE, MIDLAND WA",1/11/2023,30/11/2023,Other,Retail Service Charge,DAYS,1.99,,,1.99,30,59.7,5.97,65.67,N
St John of God Health Care Inc,ALINTA ENERGY,ELEC,80018019,18/01/2024,19/02/2024,89010262,80023564816,"1 Workshops AVE, MIDLAND WA",1/11/2023,30/11/2023,Market,Capacity Charge,,,,,,,29.89,2.99,32.88,N
St John of God Health Care Inc,ALINTA ENERGY,ELEC,80018019,19/01/2024,19/02/2024,89010262,80023564816,"1 Workshops AVE, MIDLAND WA",1/12/2023,31/12/2023,Network Transmission,Anytime Energy Charge - Electricity Network Weekday Offpeak,KWH,0.03807,,,0.03807,424,16.14,1.61,17.75,N
St John of God Health Care Inc,ALINTA ENERGY,ELEC,80018019,19/01/2024,19/02/2024,89010262,80023564816,"1 Workshops AVE, MIDLAND WA",1/12/2023,31/12/2023,Network Transmission,Anytime Energy Charge - Electricity Network Weekday Shoulder,KWH,0.04196,,,0.04196,6,0.25,0.02,0.27,N
St John of God Health Care Inc,ALINTA ENERGY,ELEC,80018019,19/01/2024,19/02/2024,89010262,80023564816,"1 Workshops AVE, MIDLAND WA",1/12/2023,31/12/2023,Network Transmission,Anytime Energy Charge - Electricity Network Weekday Peak,KWH,0.04715,,,0.04715,168,7.92,0.79,8.71,N
St John of God Health Care Inc,ALINTA ENERGY,ELEC,80018019,19/01/2024,19/02/2024,89010262,80023564816,"1 Workshops AVE, MIDLAND WA",1/12/2023,31/12/2023,Network Transmission,Anytime Energy Charge - Electricity Network Weekend Offpeak,KWH,0.03807,,,0.03807,377,14.35,1.44,15.79,N
St John of God Health Care Inc,ALINTA ENERGY,ELEC,80018019,19/01/2024,19/02/2024,89010262,80023564816,"1 Workshops AVE, MIDLAND WA",1/12/2023,31/12/2023,Network Distribution,Anytime Energy Charge - Electricity Network Weekday Offpeak,KWH,0.04813,,,0.04813,424,20.41,2.04,22.45,N
St John of God Health Care Inc,ALINTA ENERGY,ELEC,80018019,19/01/2024,19/02/2024,89010262,80023564816,"1 Workshops AVE, MIDLAND WA",1/12/2023,31/12/2023,Network Distribution,Anytime Energy Charge - Electricity Network Weekday Shoulder,KWH,0.07694,,,0.07694,6,0.46,0.05,0.51,N
St John of God Health Care Inc,ALINTA ENERGY,ELEC,80018019,19/01/2024,19/02/2024,89010262,80023564816,"1 Workshops AVE, MIDLAND WA",1/12/2023,31/12/2023,Network Distribution,Anytime Energy Charge - Electricity Network Weekday Peak,KWH,0.13424,,,0.13424,168,22.55,2.26,24.81,N
St John of God Health Care Inc,ALINTA ENERGY,ELEC,80018019,19/01/2024,19/02/2024,89010262,80023564816,"1 Workshops AVE, MIDLAND WA",1/12/2023,31/12/2023,Network Distribution,Anytime Energy Charge - Electricity Network Weekend Offpeak,KWH,0.04813,,,0.04813,377,18.15,1.82,19.97,N
St John of God Health Care Inc,ALINTA ENERGY,ELEC,80018019,19/01/2024,19/02/2024,89010262,80023564816,"1 Workshops AVE, MIDLAND WA",1/12/2023,31/12/2023,Environmental,STC Charge,KWH,0.006516,1.0496,1.0107,0.006912,975,6.74,0.67,7.41,N
St John of God Health Care Inc,ALINTA ENERGY,ELEC,80018019,19/01/2024,19/02/2024,89010262,80023564816,"1 Workshops AVE, MIDLAND WA",1/12/2023,31/12/2023,Environmental,LGC Charge,KWH,0.011044,1.0496,1.0107,0.011716,975,11.43,1.14,12.57,N
St John of God Health Care Inc,ALINTA ENERGY,ELEC,80018019,19/01/2024,19/02/2024,89010262,80023564816,"1 Workshops AVE, MIDLAND WA",1/12/2023,31/12/2023,Market,Ancillary Charge,KWH,0.01135,1.0496,1.0107,0.01204,975,11.75,1.18,12.93,N
St John of God Health Care Inc,ALINTA ENERGY,ELEC,80018019,19/01/2024,19/02/2024,89010262,80023564816,"1 Workshops AVE, MIDLAND WA",1/12/2023,31/12/2023,Market,Market Fee,KWH,0.00181,1.0496,1.0107,0.00192,975,1.87,0.19,2.06,N
St John of God Health Care Inc,ALINTA ENERGY,ELEC,80018019,19/01/2024,19/02/2024,89010262,80023564816,"1 Workshops AVE, MIDLAND WA",1/12/2023,31/12/2023,Energy,Off Peak Energy,KWH,0.0876,1.0496,1.0107,0.092929,729,67.71,6.77,74.48,N
St John of God Health Care Inc,ALINTA ENERGY,ELEC,80018019,19/01/2024,19/02/2024,89010262,80023564816,"1 Workshops AVE, MIDLAND WA",1/12/2023,31/12/2023,Energy,Peak Energy,KWH,0.0935,1.0496,1.0107,0.099188,246,24.4,2.44,26.84,N
St John of God Health Care Inc,ALINTA ENERGY,ELEC,80018019,19/01/2024,19/02/2024,89010262,80023564816,"1 Workshops AVE, MIDLAND WA",1/12/2023,31/12/2023,Other,Metering Service Charge M9,DAYS,0.02479,,,0.02479,31,0.77,0.08,0.85,N
St John of God Health Care Inc,ALINTA ENERGY,ELEC,80018019,19/01/2024,19/02/2024,89010262,80023564816,"1 Workshops AVE, MIDLAND WA",1/12/2023,31/12/2023,Network Distribution,Fixed Charge,DAYS,2.28536,,,2.28536,31,70.85,7.08,77.93,N
St John of God Health Care Inc,ALINTA ENERGY,ELEC,80018019,19/01/2024,19/02/2024,89010262,80023564816,"1 Workshops AVE, MIDLAND WA",1/12/2023,31/12/2023,Network Other,Metering Fixed Charge,DAYS,0.14743,,,0.14743,31,4.57,0.46,5.03,N
St John of God Health Care Inc,ALINTA ENERGY,ELEC,80018019,19/01/2024,19/02/2024,89010262,80023564816,"1 Workshops AVE, MIDLAND WA",1/12/2023,31/12/2023,Network Distribution,Distribution Variable Demand Charge,KVA,0.0438,,,0.0438,67,2.93,0.29,3.22,N
St John of God Health Care Inc,ALINTA ENERGY,ELEC,80018019,19/01/2024,19/02/2024,89010262,80023564816,"1 Workshops AVE, MIDLAND WA",1/12/2023,31/12/2023,Network Distribution,Transmission Variable Demand Charge,KVA,0.02997,,,0.02997,67,2.01,0.2,2.21,N
St John of God Health Care Inc,ALINTA ENERGY,ELEC,80018019,19/01/2024,19/02/2024,89010262,80023564816,"1 Workshops AVE, MIDLAND WA",1/12/2023,31/12/2023,Other,Retail Service Charge,DAYS,1.99,,,1.99,31,61.69,6.17,67.86,N
St John of God Health Care Inc,ALINTA ENERGY,ELEC,80018019,19/01/2024,19/02/2024,89010262,80023564816,"1 Workshops AVE, MIDLAND WA",1/12/2023,31/12/2023,Market,Capacity Charge,,,,,,,30.9,3.09,33.99,N
St John of God Health Care Inc,ALINTA ENERGY,ELEC,80018019,5/02/2024,6/03/2024,89010262,80023564816,"1 Workshops AVE, MIDLAND WA",1/01/2024,31/01/2024,Network Transmission,Anytime Energy Charge - Electricity Network Weekend Offpeak,KWH,0.03807,,,0.03807,314,11.95,1.2,13.15,N
St John of God Health Care Inc,ALINTA ENERGY,ELEC,80018019,5/02/2024,6/03/2024,89010262,80023564816,"1 Workshops AVE, MIDLAND WA",1/01/2024,31/01/2024,Network Transmission,Anytime Energy Charge - Electricity Network Weekday Offpeak,KWH,0.03807,,,0.03807,469,17.85,1.78,19.63,N
