Date,Carbon Neutral Charge
30/03/2025 11:00 a.m.,2.833
30/03/2025 12:00 p.m.,2.417
30/03/2025 1:00 p.m.,2.833
30/03/2025 2:00 p.m.,2.417
30/03/2025 3:00 p.m.,2.342
30/03/2025 4:00 p.m.,2.379
30/03/2025 5:00 p.m.,2.417
30/03/2025 6:00 p.m.,2.417
30/03/2025 7:00 p.m.,2.455
30/03/2025 8:00 p.m.,2.455
30/03/2025 9:00 p.m.,2.455
30/03/2025 10:00 p.m.,2.455
30/03/2025 11:00 p.m.,2.493
31/03/2025 12:00 a.m.,2.493
31/03/2025 1:00 a.m.,2.455
31/03/2025 2:00 a.m.,2.493
31/03/2025 3:00 a.m.,2.908
31/03/2025 4:00 a.m.,2.493
31/03/2025 5:00 a.m.,2.493
31/03/2025 6:00 a.m.,2.53
31/03/2025 7:00 a.m.,2.908
31/03/2025 8:00 a.m.,2.908
31/03/2025 9:00 a.m.,2.905
31/03/2025 10:00 a.m.,2.83
31/03/2025 11:00 a.m.,2.792
31/03/2025 12:00 p.m.,3.169
31/03/2025 1:00 p.m.,2.716
31/03/2025 2:00 p.m.,2.301
31/03/2025 3:00 p.m.,2.716
31/03/2025 4:00 p.m.,2.301
31/03/2025 5:00 p.m.,2.792
31/03/2025 6:00 p.m.,2.377
31/03/2025 7:00 p.m.,2.83
31/03/2025 8:00 p.m.,2.415
31/03/2025 9:00 p.m.,2.037
31/03/2025 10:00 p.m.,2.452
31/03/2025 11:00 p.m.,2.452
1/04/2025 12:00 a.m.,2.075
1/04/2025 1:00 a.m.,2.49
1/04/2025 2:00 a.m.,2.452
1/04/2025 3:00 a.m.,2.49
1/04/2025 4:00 a.m.,2.49
1/04/2025 5:00 a.m.,2.49
1/04/2025 6:00 a.m.,2.49
1/04/2025 7:00 a.m.,2.49
1/04/2025 8:00 a.m.,3.32
